Home Team,Away Team,,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
HUESCA,VALLADOLID,,0-1,7.2,6.9,5.4,66,34,3,7,12,2,3,23,83,24,14,14,1,0,0,1,3,5,1,1,18,66,16,31,24,2,0,0,2,2,2,2,2020
ALAVÉS,ELCHE,,0-1,4.7,5.1,7.5,46,54,7,2,13,4,2,19,83,13,15,11,2,0,0,1,3,7,3,6,14,82,7,14,11,5,0,0,0,2,2,0,2020
REAL BETIS,REAL SOCIEDAD,,0-1,5,4.3,7.9,55,45,4,1,7,2,6,18,78,30,11,11,2,0,0,2,5,8,1,2,24,72,20,7,18,1,0,0,0,3,3,0,2020
ELCHE,VALENCIA,,2-0,5.2,7.2,5.7,47,53,0,2,3,1,0,30,83,12,17,15,3,0,0,6,4,14,4,7,17,87,6,8,8,2,0,0,2,1,1,2,2020
BARCELONA,REAL MADRID,,01-Jan,7.4,4.8,8.4,52,48,2,4,10,4,7,16,89,7,12,11,3,0,0,4,9,15,2,7,9,88,7,20,13,2,0,0,1,3,3,1,2020
OSASUNA,ATHLETIC,,0-0,3.3,6.2,5.8,40,60,3,2,7,2,2,14,68,36,29,18,3,0,0,4,5,13,4,5,39,76,29,10,10,2,0,0,1,0,0,1,2020
SEVILLA FC,EIBAR,,0-1,3.1,6.6,6.6,71,29,14,3,21,4,13,37,86,12,11,11,0,0,0,1,1,3,1,3,16,69,29,33,12,3,0,0,0,1,1,0,2020
ATLETICO MADRID,REAL BETIS,,0-0,5.5,7.1,5.7,40,60,6,6,13,1,8,15,76,16,21,19,2,0,0,3,3,12,6,5,18,87,13,10,12,0,0,1,2,0,0,2,2020
VALLADOLID,ALAVÉS,,0-0,4.2,5,7,44,56,3,1,5,1,2,34,71,15,15,9,1,0,1,8,4,14,2,4,23,78,26,13,7,0,0,0,0,2,2,0,2020
CÁDIZ CF,VILLARREAL,,0-0,1.8,6.1,6.5,23,77,4,1,5,1,0,24,65,15,21,15,2,0,0,3,2,7,2,5,20,88,14,17,7,2,0,0,0,0,0,0,2020
GETAFE,GRANADA,,0-1,2.9,4.9,6.4,65,35,3,1,10,6,6,38,69,35,9,19,4,0,0,2,2,5,1,1,24,44,37,36,23,2,0,0,0,1,1,0,2020
REAL SOCIEDAD,HUESCA,,1-0,5.5,7.3,4.9,52,48,6,6,13,1,4,24,80,17,8,12,2,0,0,0,4,6,2,5,30,77,18,12,11,1,0,0,4,1,1,4,2020
LEVANTE,CELTA,,0-0,3.9,6.5,6.4,59,41,4,3,10,3,3,20,80,8,13,11,2,0,0,3,3,11,5,2,27,70,10,19,19,2,0,0,1,1,1,1,2020
EIBAR,CÁDIZ CF,,0-2,3.7,5,7.3,73,27,5,3,9,1,7,33,82,30,9,10,1,0,0,2,4,6,0,2,27,46,25,29,10,1,0,0,0,2,2,0,2020
REAL MADRID,HUESCA,,2-0,6.1,7.5,5.3,59,41,3,6,13,4,6,28,89,4,11,16,0,0,0,6,2,9,1,3,14,86,8,15,9,2,0,0,4,1,1,4,2020
ATHLETIC,SEVILLA FC,,0-1,5.7,6.1,5.5,46,54,4,5,16,7,6,33,77,14,9,17,5,0,0,3,3,7,1,1,15,82,18,14,19,5,0,0,2,1,1,2,2020
OSASUNA,ATLETICO MADRID,,0-1,6.7,4.5,7.1,45,55,4,3,8,1,3,25,72,21,7,12,1,0,0,4,6,11,1,2,16,81,20,20,10,2,0,0,1,3,3,1,2020
ALAVÉS,BARCELONA,,1-0,5.5,5.6,7.4,20,80,1,3,4,0,2,15,65,9,28,16,3,1,0,8,9,25,8,14,24,90,8,7,4,3,0,0,1,1,1,1,2020
REAL BETIS,ELCHE,,2-0,6.1,7.2,4.9,60,40,5,10,17,2,1,20,90,5,2,13,2,0,0,2,2,4,0,1,17,87,8,11,12,1,0,0,3,1,1,3,2020
CELTA,REAL SOCIEDAD,,0-2,6.1,4.5,7.8,45,55,5,2,9,2,2,19,77,8,7,19,1,1,0,1,7,9,1,3,23,82,11,6,16,5,0,0,1,4,4,1,2020
GRANADA,LEVANTE,,01-Jan,4.2,5.7,6.4,28,72,3,2,5,0,2,20,63,15,35,7,2,0,1,10,4,19,5,8,20,85,23,12,14,3,0,0,1,1,1,1,2020
VALENCIA,GETAFE,,1-0,8.7,5.6,5.4,39,61,4,5,9,1,0,13,65,37,25,18,7,1,0,8,5,16,3,3,28,77,27,5,25,4,1,0,2,2,2,2,2020
VILLARREAL,VALLADOLID,,2-0,5.4,7.4,5.2,60,40,3,5,11,3,6,17,84,24,21,13,1,0,0,5,1,11,5,4,18,77,15,13,13,3,0,0,2,0,0,2,2020
ELCHE,CELTA,,01-Jan,4.9,6.2,6.1,51,49,5,1,8,2,3,21,84,12,5,18,3,0,0,7,6,14,1,3,20,84,13,15,12,4,0,0,1,1,1,1,2020
HUESCA,EIBAR,,0-1,4.6,6.4,5.6,59,41,8,6,14,0,4,31,78,21,21,16,2,0,0,4,3,8,1,3,26,71,15,26,30,0,0,0,1,1,1,1,2020
BARCELONA,REAL BETIS,,01-Jan,9.7,7.7,4.1,60,40,7,9,18,2,9,8,89,5,8,8,2,0,0,4,6,12,2,5,15,82,6,11,10,2,0,1,5,2,2,5,2020
SEVILLA FC,OSASUNA,,0-0,3.1,6.4,5.6,67,33,6,1,9,2,3,28,85,26,14,11,2,0,0,5,2,10,3,0,19,72,26,18,19,3,0,0,1,0,0,1,2020
ATLETICO MADRID,CÁDIZ CF,,2-0,5.8,7.9,5.1,67,33,5,7,17,5,2,10,91,18,18,10,1,0,0,6,3,10,1,7,18,78,10,11,9,1,0,0,4,0,0,4,2020
GETAFE,VILLARREAL,,01-Feb,5.7,4.9,7.1,44,56,2,5,13,6,3,35,74,24,12,18,3,0,0,2,5,9,2,3,16,76,21,22,11,4,0,0,1,3,3,1,2020
REAL SOCIEDAD,GRANADA,,2-0,5.3,7.3,3.6,73,27,9,9,22,4,15,15,86,24,8,8,2,0,1,1,1,2,0,0,17,65,15,30,11,1,0,0,2,0,0,2,2020
LEVANTE,ALAVÉS,,0-1,4.9,6.9,5.6,72,28,9,5,18,4,12,23,84,13,5,12,1,0,0,1,2,6,3,1,16,67,19,32,16,5,1,0,1,1,1,1,2020
VALLADOLID,ATHLETIC,,1-0,5.7,6,5.4,30,70,3,4,7,0,2,12,67,16,25,23,4,0,0,7,2,17,8,11,32,82,22,10,11,2,0,0,2,1,1,2,2020
VALENCIA,REAL MADRID,,02-Jan,6.8,7.4,4.6,35,65,3,4,7,0,1,11,78,8,30,13,3,0,0,10,6,16,0,8,22,90,14,5,14,2,0,0,4,1,1,4,2020
OSASUNA,HUESCA,,0-1,4.7,5.8,6.5,55,45,10,7,18,1,4,25,75,25,11,14,2,0,0,1,5,6,0,3,17,71,23,24,15,3,0,0,1,1,1,1,2020
LEVANTE,ELCHE,,1-0,4.9,6,7.2,43,57,4,5,13,4,5,23,82,7,11,15,1,0,0,1,5,11,5,4,18,85,7,14,11,4,0,0,1,1,1,1,2020
VILLARREAL,REAL MADRID,,0-1,3.9,6.7,6.4,47,53,6,1,13,6,4,11,89,3,8,16,1,0,0,1,1,6,5,2,21,89,7,11,14,2,0,0,1,1,1,1,2020
SEVILLA FC,CELTA,,02-Feb,9.1,6.8,5.3,57,43,4,10,15,1,3,26,86,20,10,14,2,0,0,2,7,10,1,2,20,79,19,22,20,2,0,0,4,2,2,4,2020
ATLETICO MADRID,BARCELONA,,1-0,4.1,6.5,6.5,46,54,4,2,9,3,8,19,85,8,18,12,4,0,0,4,4,13,5,8,13,89,11,14,6,0,0,0,1,0,0,1,2020
EIBAR,GETAFE,,0-0,3.1,5.6,5.6,51,49,8,5,14,1,3,22,59,32,13,16,2,1,0,4,3,8,1,4,30,54,26,18,22,4,0,0,0,0,0,0,2020
CÁDIZ CF,REAL SOCIEDAD,,0-0,2.5,5.9,6.3,32,68,2,0,2,0,1,26,63,16,15,14,2,0,0,7,4,14,3,6,18,83,16,10,14,1,0,0,0,1,1,0,2020
GRANADA,VALLADOLID,,0-1,6.1,4.8,6.5,59,41,8,6,16,2,5,32,75,23,9,16,4,0,0,5,3,9,1,3,16,64,25,19,14,3,0,0,1,3,3,1,2020
ALAVÉS,VALENCIA,,2-0,6.8,6.1,6.4,34,66,0,3,13,10,4,12,68,13,17,21,1,0,0,7,5,13,1,5,20,85,9,14,16,1,0,0,2,2,2,2,2020
ATHLETIC,REAL BETIS,,2-0,5.2,8.8,4.7,40,60,2,9,14,3,6,25,77,16,20,16,0,0,0,0,1,7,6,3,18,85,10,22,8,0,0,0,4,0,0,4,2020
VALLADOLID,LEVANTE,,0-0,4.4,5.8,6.2,35,65,6,4,10,0,3,22,67,13,30,18,0,0,0,7,3,10,0,11,20,80,14,16,11,3,0,0,1,1,1,1,2020
ELCHE,CÁDIZ CF,,1-0,4.3,5.8,6.6,47,53,1,3,4,0,1,12,82,26,29,16,5,1,0,2,2,6,2,9,15,86,10,7,15,2,0,0,1,1,1,1,2020
VALENCIA,ATLETICO MADRID,,0-0,3.7,5.5,6.7,33,67,1,2,5,2,2,18,73,15,24,12,2,0,0,7,6,14,1,7,15,85,13,5,15,5,0,0,0,1,1,0,2020
HUESCA,SEVILLA FC,,0-0,3.3,5.4,6.5,32,68,2,1,5,2,1,22,70,10,16,14,4,0,0,9,4,16,3,10,30,85,27,16,9,3,0,0,0,1,1,0,2020
REAL MADRID,ALAVÉS,,0-1,7.6,6,6.7,68,32,10,9,20,1,12,22,88,11,5,8,2,0,0,1,6,11,4,9,14,77,18,33,17,3,0,0,1,2,2,1,2020
BARCELONA,OSASUNA,,2-0,6.4,8.5,4.9,72,28,7,11,20,2,5,16,91,12,16,8,1,0,0,3,5,10,2,3,10,78,15,20,12,0,0,0,4,0,0,4,2020
GETAFE,ATHLETIC,,0-1,3.9,6,5.6,52,48,7,3,11,1,3,26,64,20,10,16,2,0,0,3,2,5,0,2,32,60,30,21,23,4,0,0,1,1,1,1,2020
CELTA,GRANADA,,01-Jan,6.7,6.9,4.7,68,32,7,8,17,2,8,15,84,28,2,14,5,0,1,6,2,9,1,0,19,67,16,20,13,3,0,0,3,1,1,3,2020
REAL SOCIEDAD,VILLARREAL,,01-Jan,3.9,5.7,6.2,55,45,2,4,8,2,4,30,79,17,18,18,5,0,0,4,2,10,4,4,23,74,15,17,12,3,0,0,1,1,1,1,2020
REAL BETIS,EIBAR,,0-0,4.2,4.6,6.5,63,37,2,3,7,2,6,33,74,38,14,13,2,0,0,5,6,11,0,2,21,56,26,22,14,1,0,0,0,2,2,0,2020
ATHLETIC,CELTA,,0-0,3.6,5.6,7.3,50,50,7,0,10,3,4,33,79,19,7,7,2,0,0,2,4,6,0,5,17,77,19,21,15,1,0,0,0,2,2,0,2020
LEVANTE,GETAFE,,2-0,5.6,7.8,3.8,69,31,3,8,12,1,5,16,85,10,21,12,2,0,0,7,0,9,2,5,22,64,13,22,13,6,1,1,3,0,0,3,2020
SEVILLA FC,REAL MADRID,,0-0,3.3,5.6,6.5,63,37,7,2,12,3,4,19,89,12,8,15,1,0,0,7,3,10,0,3,19,78,11,17,20,3,0,0,0,1,1,0,2020
ATLETICO MADRID,VALLADOLID,,0-0,4.4,6.6,6,54,46,8,4,15,3,4,14,83,14,16,10,4,0,0,6,3,13,4,4,13,80,15,8,10,2,0,0,2,0,0,2,2020
CÁDIZ CF,BARCELONA,,1-0,6.3,6.8,6,18,82,3,3,7,1,5,9,60,10,33,10,0,0,0,4,8,21,9,13,25,88,18,7,7,2,0,0,2,1,1,2,2020
GRANADA,HUESCA,,01-Jan,10,6,7.3,48,52,5,6,15,4,4,19,74,22,14,12,2,0,0,6,7,16,3,2,20,82,22,19,16,0,0,0,3,3,3,3,2020
OSASUNA,REAL BETIS,,0-0,4.2,5,7.2,48,52,5,1,10,5,2,27,72,38,24,16,3,0,0,5,5,12,2,5,17,72,29,29,12,2,0,0,0,2,2,0,2020
VILLARREAL,ELCHE,,0-0,2.4,5.7,6.7,57,43,6,3,12,3,4,12,88,14,6,16,3,0,0,2,0,3,1,0,21,80,13,12,13,2,0,0,0,0,0,0,2020
ALAVÉS,REAL SOCIEDAD,,0-0,2.4,5.7,7.1,32,68,3,1,5,1,2,20,67,24,28,3,1,0,1,6,5,13,2,3,23,84,13,11,11,0,0,0,0,0,0,0,2020
EIBAR,VALENCIA,,0-0,3.2,5.9,5.6,64,36,12,3,19,4,8,28,75,23,12,15,3,0,0,2,4,6,0,0,28,47,34,21,10,2,0,0,0,0,0,0,2020
VALLADOLID,OSASUNA,,01-Feb,7.7,6.3,5.1,47,53,3,6,11,2,3,26,71,25,36,14,4,0,0,3,6,13,4,3,18,72,34,10,18,5,0,0,3,2,2,3,2020
VALENCIA,ATHLETIC,,1-0,7.1,5.8,6,40,60,7,2,11,2,0,26,67,12,28,19,2,0,0,3,5,13,5,10,22,78,23,10,16,6,0,0,2,2,2,2,2020
GETAFE,SEVILLA FC,,0-0,3.2,5.4,6.5,25,75,5,2,8,1,5,14,65,11,18,14,2,0,0,5,0,8,3,3,20,89,18,13,13,3,0,0,0,1,1,0,2020
HUESCA,ALAVÉS,,0-0,2.8,7.5,4.5,67,33,6,3,11,2,5,12,85,19,14,14,1,0,0,1,1,3,1,2,19,66,24,19,20,4,0,0,1,0,0,1,2020
REAL MADRID,ATLETICO MADRID,,1-0,4.7,7.8,5.3,56,44,3,3,11,5,3,22,90,5,11,7,1,0,0,3,1,5,1,6,26,86,8,10,16,4,0,0,2,0,0,2,2020
REAL SOCIEDAD,EIBAR,,1-0,4.3,5.9,6.1,49,51,4,2,8,2,5,25,68,22,33,14,4,0,0,7,4,16,5,4,30,72,23,10,11,3,0,0,1,1,1,1,2020
REAL BETIS,VILLARREAL,,0-1,4.4,6.4,6.3,47,53,3,5,11,3,4,15,84,19,17,13,2,0,0,4,2,7,1,8,21,84,17,14,14,3,0,0,1,1,1,1,2020
ELCHE,GRANADA,,0-1,3.2,5.6,7,68,32,5,1,9,3,6,23,86,16,15,16,4,0,0,5,5,13,3,5,20,73,19,22,15,2,0,0,0,1,1,0,2020
BARCELONA,LEVANTE,,0-0,4.7,7.6,5.3,63,37,8,13,24,3,12,19,90,10,7,4,2,0,0,2,3,6,1,4,10,80,11,28,15,1,0,0,1,0,0,1,2020
CELTA,CÁDIZ CF,,4-0,5.1,7.7,4.8,61,39,3,4,7,0,1,17,83,13,23,24,2,0,0,6,2,12,4,5,20,77,21,11,9,1,0,0,4,0,0,4,2020
ATHLETIC,HUESCA,,0-0,4.9,7.1,4.9,54,46,6,3,10,1,5,18,87,10,20,9,0,0,0,2,1,6,3,5,18,82,8,9,16,2,1,0,2,0,0,2,2020
ATLETICO MADRID,ELCHE,,1-0,5.9,7,5.3,48,52,6,6,12,0,2,16,88,7,14,13,1,0,0,4,3,8,1,4,15,91,5,10,14,2,0,0,3,1,1,3,2020
BARCELONA,VALENCIA,,01-Jan,8.7,6.4,6.1,73,27,9,9,25,7,8,18,90,8,11,10,4,0,0,5,4,12,3,3,13,75,9,38,14,2,0,0,2,2,2,2,2020
LEVANTE,REAL SOCIEDAD,,01-Jan,6.2,6.6,5.8,45,55,3,5,13,5,3,13,79,10,21,19,2,0,0,9,5,15,1,4,23,83,14,11,14,1,0,0,2,1,1,2,2020
OSASUNA,VILLARREAL,,0-2,6.2,4.8,7.3,32,68,4,1,6,1,2,17,72,20,8,17,2,0,1,5,6,13,2,2,21,86,12,9,16,2,0,0,1,3,3,1,2020
SEVILLA FC,VALLADOLID,,1-0,5.6,6,6.4,59,41,7,3,14,4,7,23,85,10,21,14,3,0,0,4,5,12,3,7,18,75,19,18,10,4,0,0,1,1,1,1,2020
CELTA,ALAVÉS,,1-0,3.8,6.6,5.8,55,45,4,3,11,4,3,15,78,10,17,18,2,0,0,3,2,8,3,5,30,74,23,13,12,2,0,0,2,0,0,2,2020
GRANADA,REAL BETIS,,2-0,3.9,6.3,5.1,31,69,4,3,8,1,1,13,59,17,23,21,3,0,0,6,1,14,7,10,30,81,34,10,16,4,0,0,2,0,0,2,2020
CÁDIZ CF,GETAFE,,0-1,3.9,5.4,6.6,61,39,4,1,8,3,2,18,82,26,17,8,2,0,0,1,4,6,1,4,18,67,21,23,23,7,0,0,0,2,2,0,2020
EIBAR,REAL MADRID,,01-Feb,6,5.3,7.2,34,66,6,3,10,1,4,18,71,11,10,11,1,0,0,3,5,11,3,4,20,84,18,18,7,0,0,0,1,3,3,1,2020
VALENCIA,SEVILLA FC,,0-0,3.7,5.7,6.5,30,70,2,4,10,4,3,14,69,20,28,11,3,0,0,14,3,19,2,5,19,85,28,11,17,2,0,0,0,1,1,0,2020
ELCHE,OSASUNA,,0-1,7.4,6.4,5.8,66,34,5,2,7,0,4,14,86,19,13,8,1,0,0,8,6,15,1,4,20,72,26,19,17,1,1,0,2,2,2,2,2020
REAL SOCIEDAD,ATLETICO MADRID,,0-0,3.5,5.2,6.9,59,41,3,1,6,2,5,25,82,18,14,20,3,0,0,2,3,8,3,5,7,78,18,25,17,3,0,0,0,2,2,0,2020
HUESCA,LEVANTE,,1-0,4.1,6.9,5.6,54,46,4,2,11,5,10,17,84,12,19,10,2,0,0,7,1,9,1,3,21,77,12,32,17,3,0,0,1,1,1,1,2020
VILLARREAL,ATHLETIC,,0-1,4.8,6.6,6,66,34,10,6,17,1,6,21,84,17,14,10,1,0,0,4,3,9,2,4,17,74,14,18,18,1,0,0,1,1,1,1,2020
VALLADOLID,BARCELONA,,0-2,7,5.3,8.3,39,61,7,5,12,0,4,16,84,6,9,12,1,0,0,6,10,21,5,5,13,90,7,9,10,2,0,0,0,3,3,0,2020
GETAFE,CELTA,,01-Jan,3.4,5.9,6.2,38,62,0,3,6,3,1,21,71,24,12,17,3,0,0,1,1,2,1,4,21,76,28,13,16,3,0,0,1,1,1,1,2020
REAL MADRID,GRANADA,,0-0,5.1,7.2,5,67,33,7,6,23,10,8,26,85,25,15,13,2,0,0,7,1,10,2,1,27,67,12,17,11,1,0,0,2,0,0,2,2020
REAL BETIS,CÁDIZ CF,,0-0,2.8,6.4,5.6,72,28,2,1,6,3,5,25,85,21,25,18,1,0,0,2,3,6,1,5,22,57,24,15,9,1,0,0,1,0,0,1,2020
ALAVÉS,EIBAR,,02-Jan,5.3,5.9,5.6,44,56,7,3,13,3,2,27,59,38,14,10,4,0,0,3,4,8,1,7,34,70,19,14,14,2,0,0,2,1,1,2,2020
SEVILLA FC,VILLARREAL,,1-0,4.3,7.1,5.4,43,57,4,3,10,3,4,17,82,16,24,13,1,0,0,2,2,6,2,7,28,88,6,9,14,4,0,0,2,0,0,2,2020
BARCELONA,EIBAR,,0-0,4.5,6.2,5.8,73,27,9,5,16,2,5,25,88,24,20,6,0,0,0,2,3,9,4,7,23,62,10,11,15,2,0,0,1,1,1,1,2020
CÁDIZ CF,VALLADOLID,,0-0,2.2,6.6,5.7,35,65,4,3,8,1,1,28,63,31,21,14,3,0,0,3,1,7,3,6,27,78,37,21,13,2,0,0,0,0,0,0,2020
LEVANTE,REAL BETIS,,03-Jan,10,6.1,5.9,38,62,3,5,10,2,3,17,69,10,27,9,3,0,1,7,7,19,5,6,22,84,13,10,14,2,0,0,4,3,3,4,2020
GRANADA,VALENCIA,,01-Jan,7.6,6,5.3,53,47,8,5,24,11,6,19,75,14,12,16,4,0,1,4,6,16,6,6,14,72,18,28,15,3,1,1,2,1,1,2,2020
ATLETICO MADRID,GETAFE,,1-0,3.2,6.7,5.8,51,49,6,3,10,1,5,24,75,20,18,7,2,0,0,6,2,10,2,2,25,75,22,18,12,3,0,0,1,0,0,1,2020
CELTA,HUESCA,,1-0,6.5,6.4,5.6,57,43,8,6,15,1,0,15,87,18,30,19,2,0,0,6,6,17,5,5,24,83,12,9,8,0,0,0,2,1,1,2,2020
ELCHE,REAL MADRID,,0-1,5.8,6.6,5.7,32,68,3,3,6,0,2,15,82,4,22,8,1,0,0,5,6,14,3,3,17,91,10,7,18,4,0,0,1,1,1,1,2020
ATHLETIC,REAL SOCIEDAD,,0-1,2.9,5.3,6.6,61,39,3,0,4,1,2,22,77,26,17,23,5,0,0,8,3,13,2,4,19,68,28,17,18,4,0,0,0,1,1,0,2020
OSASUNA,ALAVÉS,,0-0,4.2,5.4,6.1,32,68,5,3,8,0,5,16,57,21,32,12,3,0,1,6,1,15,8,4,18,81,19,22,9,4,0,0,1,1,1,1,2020
VILLARREAL,LEVANTE,,1-0,5.8,7.2,5.7,50,50,2,7,12,3,3,17,86,13,24,12,1,0,0,6,2,9,1,5,23,82,6,7,11,1,0,0,2,1,1,2,2020
REAL BETIS,SEVILLA FC,,0-0,4.4,5.8,5.9,45,55,7,3,16,6,2,21,79,13,10,15,5,0,0,3,2,6,1,1,24,83,15,17,18,2,0,0,1,1,1,1,2020
GETAFE,VALLADOLID,,0-1,3.3,5.7,6.7,54,46,5,4,11,2,5,28,73,27,20,13,3,0,0,2,2,8,4,9,20,67,21,22,13,2,0,0,0,1,1,0,2020
REAL MADRID,CELTA,,1-0,3.5,7.3,5.6,41,59,6,2,9,1,1,9,87,14,21,14,4,0,0,2,1,6,3,5,18,89,12,6,14,2,0,0,2,0,0,2,2020
ATHLETIC,ELCHE,,1-0,3.2,6.5,6.1,49,51,7,2,13,4,5,13,84,13,21,15,2,0,0,2,2,5,1,4,23,83,12,9,13,1,0,0,1,0,0,1,2020
ALAVÉS,ATLETICO MADRID,,0-1,5.9,5.4,6.7,41,59,3,1,4,0,1,22,74,9,11,14,0,0,1,2,4,8,2,5,18,82,12,9,12,2,0,0,1,2,2,1,2020
EIBAR,GRANADA,,0-0,4.5,6.1,5,56,44,1,7,15,7,4,45,62,43,18,10,2,0,0,2,3,6,1,2,38,49,44,38,9,1,0,0,2,0,0,2,2020
REAL SOCIEDAD,OSASUNA,,0-1,3.7,6.2,6,62,38,5,2,8,1,7,35,75,22,3,15,1,0,0,2,2,6,2,2,22,59,39,29,8,1,0,0,1,1,1,1,2020
HUESCA,BARCELONA,,0-1,3.9,5.9,6.8,31,69,0,4,4,0,2,8,82,2,18,12,1,0,0,10,7,20,3,6,16,91,9,6,11,0,0,0,0,1,1,0,2020
VALENCIA,CÁDIZ CF,,0-0,4.6,6.2,6.4,71,29,3,4,11,4,9,23,86,19,12,11,2,0,0,7,2,9,0,7,10,67,18,32,17,2,0,0,1,1,1,1,2020
CELTA,VILLARREAL,,0-4,5.7,4.9,8.1,57,43,2,3,8,3,3,19,88,11,12,15,1,0,0,5,6,15,4,4,16,84,13,14,18,0,0,0,0,4,4,0,2020
SEVILLA FC,REAL SOCIEDAD,,02-Feb,7.7,6.6,5.8,60,40,3,7,12,2,2,17,82,15,19,8,0,0,0,2,4,10,4,9,16,77,13,23,18,3,0,0,3,2,2,3,2020
GRANADA,BARCELONA,,0-3,5.3,4.7,8.1,28,72,2,4,8,2,4,8,79,7,6,16,2,0,1,5,4,13,4,1,16,92,12,11,3,3,0,0,0,4,4,0,2020
OSASUNA,REAL MADRID,,0-0,2,6.7,6.3,30,70,4,2,8,2,2,20,73,13,22,9,0,0,0,4,1,9,4,4,21,90,13,10,3,0,0,0,0,0,0,0,2020
LEVANTE,EIBAR,,0-0,5.1,6.5,6.1,53,47,1,2,4,1,4,25,71,25,33,12,2,0,0,8,4,17,5,9,30,70,17,18,8,0,0,0,2,1,1,2,2020
CÁDIZ CF,ALAVÉS,,01-Jan,6.5,7.2,4.1,39,61,3,7,10,0,4,24,65,21,13,17,1,0,0,3,2,5,0,1,23,77,35,17,10,3,1,0,3,1,1,3,2020
VALLADOLID,VALENCIA,,0-0,4.5,5.7,6.4,42,58,5,4,11,2,0,14,75,16,16,14,2,0,0,6,6,17,5,4,18,78,29,13,14,3,0,0,0,1,1,0,2020
ELCHE,GETAFE,,01-Jan,6.5,4.9,7.1,46,54,2,4,7,1,1,22,83,12,29,14,3,1,0,2,7,14,5,7,15,85,13,5,16,2,0,0,1,3,3,1,2020
HUESCA,REAL BETIS,,0-0,4.8,5.7,6.4,49,51,6,3,10,1,3,20,80,13,17,12,2,0,0,6,5,15,4,6,20,80,18,23,13,1,1,0,0,2,2,0,2020
ATLETICO MADRID,ATHLETIC,,01-Jan,5.3,6.9,5.6,47,53,3,5,11,3,5,9,84,13,21,12,2,0,0,0,2,4,2,4,33,83,9,11,13,2,0,0,2,1,1,2,2020
REAL MADRID,ATHLETIC,,1-0,6.8,7,5.1,68,32,9,5,18,4,6,22,92,11,8,8,1,0,0,3,4,10,3,6,17,77,6,19,9,2,1,0,3,1,1,3,2020
BARCELONA,REAL SOCIEDAD,,02-Jan,5.9,6.5,6,53,47,7,4,14,3,2,15,84,16,11,18,3,0,0,3,5,12,4,3,13,82,16,8,14,3,0,0,2,1,1,2,2020
VALLADOLID,ELCHE,,0-2,7.8,5.9,6.6,62,38,8,2,13,3,4,22,86,12,10,14,1,0,1,4,3,9,2,5,15,79,6,23,19,3,0,0,2,2,2,2,2020
CÁDIZ CF,LEVANTE,,02-Feb,6.8,6,6,30,70,5,2,8,1,5,15,67,17,11,13,3,0,0,2,5,8,1,2,19,84,20,9,11,1,0,0,2,2,2,2,2020
ALAVÉS,SEVILLA FC,,01-Feb,5.3,5.2,6.2,37,63,3,3,12,6,3,29,69,23,12,15,3,0,0,1,3,7,3,2,23,80,24,26,14,3,0,0,1,2,2,1,2020
GETAFE,HUESCA,,0-0,3.9,6.3,6,48,52,4,5,12,3,3,28,74,19,24,15,2,0,0,7,3,15,5,8,26,75,20,14,14,3,0,0,1,0,0,1,2020
REAL BETIS,CELTA,,02-Jan,5.6,6.7,5.9,42,58,4,4,12,4,5,28,74,16,11,13,2,0,0,5,3,10,2,6,22,80,15,12,16,3,0,0,2,1,1,2,2020
VILLARREAL,GRANADA,,01-Jan,6.5,6,5.5,69,31,1,3,8,4,3,25,87,17,5,11,3,0,0,1,2,3,0,0,22,70,13,10,11,4,0,1,2,2,2,2,2020
VALENCIA,OSASUNA,,0-1,4.8,6.3,5.8,64,36,4,3,10,3,9,21,85,21,7,8,1,0,0,6,5,14,3,4,13,73,23,25,17,3,0,0,1,1,1,1,2020
EIBAR,ATLETICO MADRID,,01-Jan,5.5,5,6.5,35,65,9,2,12,1,3,32,57,22,17,24,3,0,0,2,4,9,3,3,28,78,23,27,9,2,0,0,1,2,2,1,2020
LEVANTE,VALLADOLID,,0-0,6.5,6.4,6.4,59,41,4,3,11,4,8,18,83,18,8,16,0,0,0,4,3,7,0,2,25,74,15,19,12,1,0,0,2,2,2,2,2020
HUESCA,VILLARREAL,,0-0,2,6.4,6.5,44,56,3,1,5,1,1,21,79,12,13,9,3,0,0,5,2,8,1,2,22,85,21,15,15,1,0,0,0,0,0,0,2020
SEVILLA FC,CÁDIZ CF,,2-0,5.3,7.3,4.9,80,20,6,7,15,2,7,18,90,13,11,12,1,0,0,6,3,9,0,6,18,57,12,19,6,3,0,0,3,0,0,3,2020
REAL SOCIEDAD,REAL BETIS,,0-0,7.5,6.5,6.3,53,47,5,6,12,1,8,25,80,23,10,14,2,0,0,1,4,7,2,3,15,81,14,28,13,2,0,0,2,2,2,2,2020
